package_id,seq_in_package,task_id,phase,department,district,path,depends_on,status,priority,definition_of_done
PKG_14,1,STR-03_Cordillera-Santa_Elena,estrutura,03_Cordillera,Santa_Elena,Departamentos/03_Cordillera/Santa_Elena,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_14,2,STR-05_Caaguazu-Caaguazu,estrutura,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_14,3,STR-05_Caaguazu-Vaqueria,estrutura,05_Caaguazu,Vaqueria,Departamentos/05_Caaguazu/Vaqueria,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_14,4,STR-07_Itapua-Coronel_Bogado,estrutura,07_Itapua,Coronel_Bogado,Departamentos/07_Itapua/Coronel_Bogado,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_14,5,STR-07_Itapua-Trinidad,estrutura,07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_14,6,STR-09_Paraguari-Paraguari,estrutura,09_Paraguari,Paraguari,Departamentos/09_Paraguari/Paraguari,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_14,7,STR-10_Alto_Parana-Minga_Guazu,estrutura,10_Alto_Parana,Minga_Guazu,Departamentos/10_Alto_Parana/Minga_Guazu,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_14,8,STR-11_Central-Limpio,estrutura,11_Central,Limpio,Departamentos/11_Central/Limpio,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_14,9,STR-12_Neembucu-Paso_de_Patria,estrutura,12_Neembucu,Paso_de_Patria,Departamentos/12_Neembucu/Paso_de_Patria,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_14,10,STR-14_Canindeyu-Maracana,estrutura,14_Canindeyu,Maracana,Departamentos/14_Canindeyu/Maracana,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_14,11,STR-16_Boqueron-Filadelfia,estrutura,16_Boqueron,Filadelfia,Departamentos/16_Boqueron/Filadelfia,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_14,12,RES-01_Concepcion-Sargento_Jose_Felix_Lopez,pesquisa,01_Concepcion,Sargento_Jose_Felix_Lopez,Departamentos/01_Concepcion/Sargento_Jose_Felix_Lopez,STR-01_Concepcion-Sargento_Jose_Felix_Lopez,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_14,13,RES-02_San_Pedro-Union,pesquisa,02_San_Pedro,Union,Departamentos/02_San_Pedro/Union,STR-02_San_Pedro-Union,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_14,14,RES-03_Cordillera-Santa_Elena,pesquisa,03_Cordillera,Santa_Elena,Departamentos/03_Cordillera/Santa_Elena,STR-03_Cordillera-Santa_Elena,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
