package_id,seq_in_package,task_id,phase,department,district,path,depends_on,status,priority,definition_of_done
PKG_18,1,STR-04_Guaira-Coronel_Martinez,estrutura,04_Guaira,Coronel_Martinez,Departamentos/04_Guaira/Coronel_Martinez,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_18,2,STR-05_Caaguazu-Doctor_Eulogio_Estigarribia,estrutura,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_18,3,STR-06_Caazapa-Buena_Vista,estrutura,06_Caazapa,Buena_Vista,Departamentos/06_Caazapa/Buena_Vista,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_18,4,STR-07_Itapua-General_Artigas,estrutura,07_Itapua,General_Artigas,Departamentos/07_Itapua/General_Artigas,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_18,5,STR-08_Misiones-San_Juan_Bautista,estrutura,08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_18,6,STR-09_Paraguari-San_Roque_Gonzalez,estrutura,09_Paraguari,San_Roque_Gonzalez,Departamentos/09_Paraguari/San_Roque_Gonzalez,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_18,7,STR-10_Alto_Parana-Presidente_Franco,estrutura,10_Alto_Parana,Presidente_Franco,Departamentos/10_Alto_Parana/Presidente_Franco,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_18,8,STR-11_Central-Nueva_Italia,estrutura,11_Central,Nueva_Italia,Departamentos/11_Central/Nueva_Italia,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_18,9,STR-12_Neembucu-Villa_Franca,estrutura,12_Neembucu,Villa_Franca,Departamentos/12_Neembucu/Villa_Franca,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_18,10,STR-14_Canindeyu-Villa_Ygatimi,estrutura,14_Canindeyu,Villa_Ygatimi,Departamentos/14_Canindeyu/Villa_Ygatimi,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_18,11,STR-17_Alto_Paraguay-Capitan_Carmelo_Peralta,estrutura,17_Alto_Paraguay,Capitan_Carmelo_Peralta,Departamentos/17_Alto_Paraguay/Capitan_Carmelo_Peralta,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_18,12,RES-02_San_Pedro-Capiibary,pesquisa,02_San_Pedro,Capiibary,Departamentos/02_San_Pedro/Capiibary,STR-02_San_Pedro-Capiibary,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_18,13,RES-03_Cordillera-Altos,pesquisa,03_Cordillera,Altos,Departamentos/03_Cordillera/Altos,STR-03_Cordillera-Altos,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
