package_id,seq_in_package,task_id,phase,department,district,path,depends_on,status,priority,definition_of_done
PKG_10,1,STR-03_Cordillera-Piribebuy,estrutura,03_Cordillera,Piribebuy,Departamentos/03_Cordillera/Piribebuy,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_10,2,STR-04_Guaira-San_Salvador,estrutura,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_10,3,STR-05_Caaguazu-Santa_Rosa_del_Mbutuy,estrutura,05_Caaguazu,Santa_Rosa_del_Mbutuy,Departamentos/05_Caaguazu/Santa_Rosa_del_Mbutuy,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_10,4,STR-07_Itapua-Capitan_Meza,estrutura,07_Itapua,Capitan_Meza,Departamentos/07_Itapua/Capitan_Meza,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_10,5,STR-07_Itapua-San_Juan_del_Parana,estrutura,07_Itapua,San_Juan_del_Parana,Departamentos/07_Itapua/San_Juan_del_Parana,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_10,6,STR-09_Paraguari-Escobar,estrutura,09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_10,7,STR-10_Alto_Parana-Juan_Emilio_OLeary,estrutura,10_Alto_Parana,Juan_Emilio_OLeary,Departamentos/10_Alto_Parana/Juan_Emilio_OLeary,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_10,8,STR-11_Central-Ita,estrutura,11_Central,Ita,Departamentos/11_Central/Ita,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_10,9,STR-12_Neembucu-Humaita,estrutura,12_Neembucu,Humaita,Departamentos/12_Neembucu/Humaita,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_10,10,STR-14_Canindeyu-Itanara,estrutura,14_Canindeyu,Itanara,Departamentos/14_Canindeyu/Itanara,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_10,11,STR-15_Presidente_Hayes-Teniente_Esteban_Martinez,estrutura,15_Presidente_Hayes,Teniente_Esteban_Martinez,Departamentos/15_Presidente_Hayes/Teniente_Esteban_Martinez,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_10,12,RES-01_Concepcion-Paso_Horqueta,pesquisa,01_Concepcion,Paso_Horqueta,Departamentos/01_Concepcion/Paso_Horqueta,STR-01_Concepcion-Paso_Horqueta,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_10,13,RES-02_San_Pedro-San_Pedro_de_Ycuamandiyu,pesquisa,02_San_Pedro,San_Pedro_de_Ycuamandiyu,Departamentos/02_San_Pedro/San_Pedro_de_Ycuamandiyu,STR-02_San_Pedro-San_Pedro_de_Ycuamandiyu,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_10,14,RES-03_Cordillera-Piribebuy,pesquisa,03_Cordillera,Piribebuy,Departamentos/03_Cordillera/Piribebuy,STR-03_Cordillera-Piribebuy,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_10,15,RES-04_Guaira-Paso_Yobai,pesquisa,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,STR-04_Guaira-Paso_Yobai,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_10,16,RES-05_Caaguazu-San_Jose_de_los_Arroyos,pesquisa,05_Caaguazu,San_Jose_de_los_Arroyos,Departamentos/05_Caaguazu/San_Jose_de_los_Arroyos,STR-05_Caaguazu-San_Jose_de_los_Arroyos,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_10,17,RES-07_Itapua-Cambreta,pesquisa,07_Itapua,Cambreta,Departamentos/07_Itapua/Cambreta,STR-07_Itapua-Cambreta,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_10,18,RES-07_Itapua-Pirapo,pesquisa,07_Itapua,Pirapo,Departamentos/07_Itapua/Pirapo,STR-07_Itapua-Pirapo,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
