package_id,seq_in_package,task_id,phase,department,district,path,depends_on,status,priority,definition_of_done
PKG_19,1,STR-04_Guaira-Doctor_Botrell,estrutura,04_Guaira,Doctor_Botrell,Departamentos/04_Guaira/Doctor_Botrell,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_19,2,STR-05_Caaguazu-Doctor_Juan_Manuel_Frutos,estrutura,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_19,3,STR-06_Caazapa-Caazapa,estrutura,06_Caazapa,Caazapa,Departamentos/06_Caazapa/Caazapa,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_19,4,STR-07_Itapua-General_Delgado,estrutura,07_Itapua,General_Delgado,Departamentos/07_Itapua/General_Delgado,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_19,5,STR-08_Misiones-San_Miguel,estrutura,08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_19,6,STR-09_Paraguari-Sapucai,estrutura,09_Paraguari,Sapucai,Departamentos/09_Paraguari/Sapucai,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_19,7,STR-10_Alto_Parana-San_Alberto,estrutura,10_Alto_Parana,San_Alberto,Departamentos/10_Alto_Parana/San_Alberto,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_19,8,STR-11_Central-San_Antonio,estrutura,11_Central,San_Antonio,Departamentos/11_Central/San_Antonio,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_19,9,STR-12_Neembucu-Villa_Oliva,estrutura,12_Neembucu,Villa_Oliva,Departamentos/12_Neembucu/Villa_Oliva,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_19,10,STR-14_Canindeyu-Yasy_Cany,estrutura,14_Canindeyu,Yasy_Cany,Departamentos/14_Canindeyu/Yasy_Cany,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
