package_id,seq_in_package,task_id,phase,department,district,path,depends_on,status,priority,definition_of_done
PKG_06,1,STR-03_Cordillera-Juan_de_Mena,estrutura,03_Cordillera,Juan_de_Mena,Departamentos/03_Cordillera/Juan_de_Mena,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_06,2,STR-04_Guaira-Mbocayaty_del_Guaira,estrutura,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_06,3,STR-05_Caaguazu-Raul_Arsenio_Oviedo,estrutura,05_Caaguazu,Raul_Arsenio_Oviedo,Departamentos/05_Caaguazu/Raul_Arsenio_Oviedo,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_06,4,STR-06_Caazapa-Yuty,estrutura,06_Caazapa,Yuty,Departamentos/06_Caazapa/Yuty,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_06,5,STR-07_Itapua-Nueva_Alborada,estrutura,07_Itapua,Nueva_Alborada,Departamentos/07_Itapua/Nueva_Alborada,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_06,6,STR-09_Paraguari-Acahay,estrutura,09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_06,7,STR-10_Alto_Parana-Domingo_Martinez_de_Irala,estrutura,10_Alto_Parana,Domingo_Martinez_de_Irala,Departamentos/10_Alto_Parana/Domingo_Martinez_de_Irala,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_06,8,STR-11_Central-Aregua,estrutura,11_Central,Aregua,Departamentos/11_Central/Aregua,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_06,9,STR-12_Neembucu-Cerrito,estrutura,12_Neembucu,Cerrito,Departamentos/12_Neembucu/Cerrito,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_06,10,STR-13_Amambay-Zanja_Pyta,estrutura,13_Amambay,Zanja_Pyta,Departamentos/13_Amambay/Zanja_Pyta,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_06,11,STR-15_Presidente_Hayes-Jose_Falcon,estrutura,15_Presidente_Hayes,Jose_Falcon,Departamentos/15_Presidente_Hayes/Jose_Falcon,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_06,12,RES-01_Concepcion-Horqueta,pesquisa,01_Concepcion,Horqueta,Departamentos/01_Concepcion/Horqueta,STR-01_Concepcion-Horqueta,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_06,13,RES-02_San_Pedro-Lima,pesquisa,02_San_Pedro,Lima,Departamentos/02_San_Pedro/Lima,STR-02_San_Pedro-Lima,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_06,14,RES-03_Cordillera-Juan_de_Mena,pesquisa,03_Cordillera,Juan_de_Mena,Departamentos/03_Cordillera/Juan_de_Mena,STR-03_Cordillera-Juan_de_Mena,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_06,15,RES-04_Guaira-Jose_Fassardi,pesquisa,04_Guaira,Jose_Fassardi,Departamentos/04_Guaira/Jose_Fassardi,STR-04_Guaira-Jose_Fassardi,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_06,16,RES-05_Caaguazu-RI_Tres_Corrales,pesquisa,05_Caaguazu,RI_Tres_Corrales,Departamentos/05_Caaguazu/RI_Tres_Corrales,STR-05_Caaguazu-RI_Tres_Corrales,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_06,17,RES-06_Caazapa-Tavarai,pesquisa,06_Caazapa,Tavarai,Departamentos/06_Caazapa/Tavarai,STR-06_Caazapa-Tavarai,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_06,18,RES-07_Itapua-Mayor_Otano,pesquisa,07_Itapua,Mayor_Otano,Departamentos/07_Itapua/Mayor_Otano,STR-07_Itapua-Mayor_Otano,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_06,19,RES-08_Misiones-Villa_Florida,pesquisa,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,STR-08_Misiones-Villa_Florida,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_06,20,RES-10_Alto_Parana-Ciudad_del_Este,pesquisa,10_Alto_Parana,Ciudad_del_Este,Departamentos/10_Alto_Parana/Ciudad_del_Este,STR-10_Alto_Parana-Ciudad_del_Este,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_06,21,RES-10_Alto_Parana-Tavapy,pesquisa,10_Alto_Parana,Tavapy,Departamentos/10_Alto_Parana/Tavapy,STR-10_Alto_Parana-Tavapy,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_06,22,RES-11_Central-Ypane,pesquisa,11_Central,Ypane,Departamentos/11_Central/Ypane,STR-11_Central-Ypane,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_06,23,RES-13_Amambay-Karapai,pesquisa,13_Amambay,Karapai,Departamentos/13_Amambay/Karapai,STR-13_Amambay-Karapai,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_06,24,RES-15_Presidente_Hayes-Campo_Aceval,pesquisa,15_Presidente_Hayes,Campo_Aceval,Departamentos/15_Presidente_Hayes/Campo_Aceval,STR-15_Presidente_Hayes-Campo_Aceval,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
