package_id,seq_in_package,task_id,phase,department,district,path,depends_on,status,priority,definition_of_done
PKG_03,1,STR-03_Cordillera-Eusebio_Ayala,estrutura,03_Cordillera,Eusebio_Ayala,Departamentos/03_Cordillera/Eusebio_Ayala,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_03,2,STR-04_Guaira-Itape,estrutura,04_Guaira,Itape,Departamentos/04_Guaira/Itape,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_03,3,STR-05_Caaguazu-Nueva_Londres,estrutura,05_Caaguazu,Nueva_Londres,Departamentos/05_Caaguazu/Nueva_Londres,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_03,4,STR-06_Caazapa-Maciel,estrutura,06_Caazapa,Maciel,Departamentos/06_Caazapa/Maciel,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_03,5,STR-07_Itapua-La_Paz,estrutura,07_Itapua,La_Paz,Departamentos/07_Itapua/La_Paz,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_03,6,STR-08_Misiones-Santiago,estrutura,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_03,7,STR-09_Paraguari-Ybytimi,estrutura,09_Paraguari,Ybytimi,Departamentos/09_Paraguari/Ybytimi,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_03,8,STR-10_Alto_Parana-Santa_Rosa_del_Monday,estrutura,10_Alto_Parana,Santa_Rosa_del_Monday,Departamentos/10_Alto_Parana/Santa_Rosa_del_Monday,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_03,9,STR-11_Central-Ypacarai,estrutura,11_Central,Ypacarai,Departamentos/11_Central/Ypacarai,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_03,10,STR-13_Amambay-Cerro_Cora,estrutura,13_Amambay,Cerro_Cora,Departamentos/13_Amambay/Cerro_Cora,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_03,11,STR-15_Presidente_Hayes-Benjamin_Aceval,estrutura,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_03,12,RES-01_Concepcion-Azotey,pesquisa,01_Concepcion,Azotey,Departamentos/01_Concepcion/Azotey,STR-01_Concepcion-Azotey,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_03,13,RES-02_San_Pedro-Itacurubi,pesquisa,02_San_Pedro,Itacurubi,Departamentos/02_San_Pedro/Itacurubi,STR-02_San_Pedro-Itacurubi,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_03,14,RES-03_Cordillera-Eusebio_Ayala,pesquisa,03_Cordillera,Eusebio_Ayala,Departamentos/03_Cordillera/Eusebio_Ayala,STR-03_Cordillera-Eusebio_Ayala,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_03,15,RES-04_Guaira-Independencia,pesquisa,04_Guaira,Independencia,Departamentos/04_Guaira/Independencia,STR-04_Guaira-Independencia,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_03,16,RES-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,pesquisa,05_Caaguazu,Mariscal_Francisco_Solano_Lopez,Departamentos/05_Caaguazu/Mariscal_Francisco_Solano_Lopez,STR-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_03,17,RES-06_Caazapa-General_Higinio_Morinigo,pesquisa,06_Caazapa,General_Higinio_Morinigo,Departamentos/06_Caazapa/General_Higinio_Morinigo,STR-06_Caazapa-General_Higinio_Morinigo,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_03,18,RES-07_Itapua-Jesus,pesquisa,07_Itapua,Jesus,Departamentos/07_Itapua/Jesus,STR-07_Itapua-Jesus,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_03,19,RES-08_Misiones-Santa_Maria,pesquisa,08_Misiones,Santa_Maria,Departamentos/08_Misiones/Santa_Maria,STR-08_Misiones-Santa_Maria,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_03,20,RES-09_Paraguari-Yaguarun,pesquisa,09_Paraguari,Yaguarun,Departamentos/09_Paraguari/Yaguarun,STR-09_Paraguari-Yaguarun,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_03,21,RES-10_Alto_Parana-Santa_Fe_del_Parana,pesquisa,10_Alto_Parana,Santa_Fe_del_Parana,Departamentos/10_Alto_Parana/Santa_Fe_del_Parana,STR-10_Alto_Parana-Santa_Fe_del_Parana,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_03,22,RES-11_Central-Villa_Elisa,pesquisa,11_Central,Villa_Elisa,Departamentos/11_Central/Villa_Elisa,STR-11_Central-Villa_Elisa,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_03,23,RES-13_Amambay-Bella_Vista,pesquisa,13_Amambay,Bella_Vista,Departamentos/13_Amambay/Bella_Vista,STR-13_Amambay-Bella_Vista,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_03,24,RES-14_Canindeyu-Ybyrarovana,pesquisa,14_Canindeyu,Ybyrarovana,Departamentos/14_Canindeyu/Ybyrarovana,STR-14_Canindeyu-Ybyrarovana,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
