package_id,seq_in_package,task_id,phase,department,district,path,depends_on,status,priority,definition_of_done
PKG_08,1,STR-03_Cordillera-Mbocayaty_del_Yhaguy,estrutura,03_Cordillera,Mbocayaty_del_Yhaguy,Departamentos/03_Cordillera/Mbocayaty_del_Yhaguy,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_08,2,STR-04_Guaira-Numi,estrutura,04_Guaira,Numi,Departamentos/04_Guaira/Numi,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_08,3,STR-05_Caaguazu-San_Joaquin,estrutura,05_Caaguazu,San_Joaquin,Departamentos/05_Caaguazu/San_Joaquin,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_08,4,STR-07_Itapua-Bella_Vista,estrutura,07_Itapua,Bella_Vista,Departamentos/07_Itapua/Bella_Vista,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_08,5,STR-07_Itapua-Pirapo,estrutura,07_Itapua,Pirapo,Departamentos/07_Itapua/Pirapo,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_08,6,STR-09_Paraguari-Caballero,estrutura,09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_08,7,STR-10_Alto_Parana-Iruna,estrutura,10_Alto_Parana,Iruna,Departamentos/10_Alto_Parana/Iruna,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_08,8,STR-11_Central-Fernando_de_la_Mora,estrutura,11_Central,Fernando_de_la_Mora,Departamentos/11_Central/Fernando_de_la_Mora,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_08,9,STR-12_Neembucu-General_Diaz,estrutura,12_Neembucu,General_Diaz,Departamentos/12_Neembucu/General_Diaz,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_08,10,STR-14_Canindeyu-Curuguaty,estrutura,14_Canindeyu,Curuguaty,Departamentos/14_Canindeyu/Curuguaty,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
