package_id,seq_in_package,task_id,phase,department,district,path,depends_on,status,priority,definition_of_done
PKG_09,1,STR-03_Cordillera-Nueva_Colombia,estrutura,03_Cordillera,Nueva_Colombia,Departamentos/03_Cordillera/Nueva_Colombia,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_09,2,STR-04_Guaira-Paso_Yobai,estrutura,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_09,3,STR-05_Caaguazu-San_Jose_de_los_Arroyos,estrutura,05_Caaguazu,San_Jose_de_los_Arroyos,Departamentos/05_Caaguazu/San_Jose_de_los_Arroyos,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_09,4,STR-07_Itapua-Cambreta,estrutura,07_Itapua,Cambreta,Departamentos/07_Itapua/Cambreta,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_09,5,STR-07_Itapua-San_Cosme_y_Damian,estrutura,07_Itapua,San_Cosme_y_Damian,Departamentos/07_Itapua/San_Cosme_y_Damian,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_09,6,STR-09_Paraguari-Carapegua,estrutura,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_09,7,STR-10_Alto_Parana-Itakyry,estrutura,10_Alto_Parana,Itakyry,Departamentos/10_Alto_Parana/Itakyry,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_09,8,STR-11_Central-Guarambare,estrutura,11_Central,Guarambare,Departamentos/11_Central/Guarambare,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_09,9,STR-12_Neembucu-Guazu_Cua,estrutura,12_Neembucu,Guazu_Cua,Departamentos/12_Neembucu/Guazu_Cua,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_09,10,STR-14_Canindeyu-General_Caballero_Alvarez,estrutura,14_Canindeyu,General_Caballero_Alvarez,Departamentos/14_Canindeyu/General_Caballero_Alvarez,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_09,11,STR-15_Presidente_Hayes-Puerto_Pinasco,estrutura,15_Presidente_Hayes,Puerto_Pinasco,Departamentos/15_Presidente_Hayes/Puerto_Pinasco,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_09,12,RES-01_Concepcion-Paso_Barreto,pesquisa,01_Concepcion,Paso_Barreto,Departamentos/01_Concepcion/Paso_Barreto,STR-01_Concepcion-Paso_Barreto,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_09,13,RES-02_San_Pedro-San_Pablo,pesquisa,02_San_Pedro,San_Pablo,Departamentos/02_San_Pedro/San_Pablo,STR-02_San_Pedro-San_Pablo,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_09,14,RES-03_Cordillera-Nueva_Colombia,pesquisa,03_Cordillera,Nueva_Colombia,Departamentos/03_Cordillera/Nueva_Colombia,STR-03_Cordillera-Nueva_Colombia,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_09,15,RES-04_Guaira-Numi,pesquisa,04_Guaira,Numi,Departamentos/04_Guaira/Numi,STR-04_Guaira-Numi,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_09,16,RES-05_Caaguazu-San_Joaquin,pesquisa,05_Caaguazu,San_Joaquin,Departamentos/05_Caaguazu/San_Joaquin,STR-05_Caaguazu-San_Joaquin,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_09,17,RES-07_Itapua-Bella_Vista,pesquisa,07_Itapua,Bella_Vista,Departamentos/07_Itapua/Bella_Vista,STR-07_Itapua-Bella_Vista,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_09,18,RES-07_Itapua-Obligado,pesquisa,07_Itapua,Obligado,Departamentos/07_Itapua/Obligado,STR-07_Itapua-Obligado,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_09,19,RES-09_Paraguari-Caapucu,pesquisa,09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,STR-09_Paraguari-Caapucu,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_09,20,RES-10_Alto_Parana-Hernandarias,pesquisa,10_Alto_Parana,Hernandarias,Departamentos/10_Alto_Parana/Hernandarias,STR-10_Alto_Parana-Hernandarias,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_09,21,RES-11_Central-Capiata,pesquisa,11_Central,Capiata,Departamentos/11_Central/Capiata,STR-11_Central-Capiata,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_09,22,RES-12_Neembucu-Desmochados,pesquisa,12_Neembucu,Desmochados,Departamentos/12_Neembucu/Desmochados,STR-12_Neembucu-Desmochados,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_09,23,RES-14_Canindeyu-Corpus_Christi,pesquisa,14_Canindeyu,Corpus_Christi,Departamentos/14_Canindeyu/Corpus_Christi,STR-14_Canindeyu-Corpus_Christi,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
PKG_09,24,RES-15_Presidente_Hayes-Nanawa,pesquisa,15_Presidente_Hayes,Nanawa,Departamentos/15_Presidente_Hayes/Nanawa,STR-15_Presidente_Hayes-Nanawa,done,P1,Coletar fontes oficiais com data e URL para geografia populacao riscos recursos seguranca e leis
