package_id,seq_in_package,task_id,phase,department,district,path,depends_on,status,priority,definition_of_done
PKG_04,1,STR-03_Cordillera-Isla_Pucu,estrutura,03_Cordillera,Isla_Pucu,Departamentos/03_Cordillera/Isla_Pucu,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_04,2,STR-04_Guaira-Iturbe,estrutura,04_Guaira,Iturbe,Departamentos/04_Guaira/Iturbe,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_04,3,STR-05_Caaguazu-Nueva_Toledo,estrutura,05_Caaguazu,Nueva_Toledo,Departamentos/05_Caaguazu/Nueva_Toledo,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_04,4,STR-06_Caazapa-San_Juan_Nepomuceno,estrutura,06_Caazapa,San_Juan_Nepomuceno,Departamentos/06_Caazapa/San_Juan_Nepomuceno,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_04,5,STR-07_Itapua-Mayor_Otano,estrutura,07_Itapua,Mayor_Otano,Departamentos/07_Itapua/Mayor_Otano,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_04,6,STR-08_Misiones-Villa_Florida,estrutura,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_04,7,STR-10_Alto_Parana-Ciudad_del_Este,estrutura,10_Alto_Parana,Ciudad_del_Este,Departamentos/10_Alto_Parana/Ciudad_del_Este,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_04,8,STR-10_Alto_Parana-Tavapy,estrutura,10_Alto_Parana,Tavapy,Departamentos/10_Alto_Parana/Tavapy,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_04,9,STR-11_Central-Ypane,estrutura,11_Central,Ypane,Departamentos/11_Central/Ypane,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_04,10,STR-13_Amambay-Karapai,estrutura,13_Amambay,Karapai,Departamentos/13_Amambay/Karapai,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
