package_id,seq_in_package,task_id,phase,department,district,path,depends_on,status,priority,definition_of_done
PKG_02,1,STR-03_Cordillera-Emboscada,estrutura,03_Cordillera,Emboscada,Departamentos/03_Cordillera/Emboscada,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_02,2,STR-04_Guaira-Independencia,estrutura,04_Guaira,Independencia,Departamentos/04_Guaira/Independencia,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_02,3,STR-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,estrutura,05_Caaguazu,Mariscal_Francisco_Solano_Lopez,Departamentos/05_Caaguazu/Mariscal_Francisco_Solano_Lopez,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_02,4,STR-06_Caazapa-General_Higinio_Morinigo,estrutura,06_Caazapa,General_Higinio_Morinigo,Departamentos/06_Caazapa/General_Higinio_Morinigo,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_02,5,STR-07_Itapua-Jose_Leandro_Oviedo,estrutura,07_Itapua,Jose_Leandro_Oviedo,Departamentos/07_Itapua/Jose_Leandro_Oviedo,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_02,6,STR-08_Misiones-Santa_Rosa,estrutura,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_02,7,STR-09_Paraguari-Ybycui,estrutura,09_Paraguari,Ybycui,Departamentos/09_Paraguari/Ybycui,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_02,8,STR-10_Alto_Parana-Santa_Rita,estrutura,10_Alto_Parana,Santa_Rita,Departamentos/10_Alto_Parana/Santa_Rita,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_02,9,STR-11_Central-Villeta,estrutura,11_Central,Villeta,Departamentos/11_Central/Villeta,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_02,10,STR-13_Amambay-Capitan_Bado,estrutura,13_Amambay,Capitan_Bado,Departamentos/13_Amambay/Capitan_Bado,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
PKG_02,11,STR-14_Canindeyu-Ypejhu,estrutura,14_Canindeyu,Ypejhu,Departamentos/14_Canindeyu/Ypejhu,,done,P1,Criar pasta do distrito e arquivos DADOS.md e MEDIA.md com cabecalho padrao
