package_id,seq_in_package,task_id,wave,phase,scope_level,department,district,path,depends_on,status,priority,agent_role,definition_of_done
EQ_PKG_06,1,E2-SENS-03_Cordillera-Valenzuela,E2,sensibilidade_3_cenarios,distrito,03_Cordillera,Valenzuela,Departamentos/03_Cordillera/Valenzuela,E2-GSS-03_Cordillera-Valenzuela,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
EQ_PKG_06,2,E2-QA-03_Cordillera-Valenzuela,E2,qa_modelo,distrito,03_Cordillera,Valenzuela,Departamentos/03_Cordillera/Valenzuela,E2-SENS-03_Cordillera-Valenzuela,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
EQ_PKG_06,3,E3-MIDIA-03_Cordillera-Valenzuela,E3,midia_tecnica_local,distrito,03_Cordillera,Valenzuela,Departamentos/03_Cordillera/Valenzuela,E2-QA-03_Cordillera-Valenzuela,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
EQ_PKG_06,4,E3-QA-03_Cordillera-Valenzuela,E3,qa_midia,distrito,03_Cordillera,Valenzuela,Departamentos/03_Cordillera/Valenzuela,E3-MIDIA-03_Cordillera-Valenzuela,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
EQ_PKG_06,5,E4-TEXTO-03_Cordillera-Valenzuela,E4,redacao_profunda_distrital,distrito,03_Cordillera,Valenzuela,Departamentos/03_Cordillera/Valenzuela,E3-QA-03_Cordillera-Valenzuela,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
EQ_PKG_06,6,E4-QA-03_Cordillera-Valenzuela,E4,qa_editorial_distrital,distrito,03_Cordillera,Valenzuela,Departamentos/03_Cordillera/Valenzuela,E4-TEXTO-03_Cordillera-Valenzuela,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
EQ_PKG_06,7,E1-CIT-04_Guaira-Borja,E1,citacao_linha_a_linha,distrito,04_Guaira,Borja,Departamentos/04_Guaira/Borja,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
EQ_PKG_06,8,E1-INDIC-04_Guaira-Borja,E1,indicadores_oficiais_granulares,distrito,04_Guaira,Borja,Departamentos/04_Guaira/Borja,E1-CIT-04_Guaira-Borja,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
EQ_PKG_06,9,E1-QA-04_Guaira-Borja,E1,qa_evidencia,distrito,04_Guaira,Borja,Departamentos/04_Guaira/Borja,E1-INDIC-04_Guaira-Borja,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
EQ_PKG_06,10,E2-MODEL-04_Guaira-Borja,E2,calibracao_notas_AE,distrito,04_Guaira,Borja,Departamentos/04_Guaira/Borja,E1-QA-04_Guaira-Borja,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
EQ_PKG_06,11,E2-GSS-04_Guaira-Borja,E2,gss_reproduzivel,distrito,04_Guaira,Borja,Departamentos/04_Guaira/Borja,E2-MODEL-04_Guaira-Borja,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
EQ_PKG_06,12,E2-SENS-04_Guaira-Borja,E2,sensibilidade_3_cenarios,distrito,04_Guaira,Borja,Departamentos/04_Guaira/Borja,E2-GSS-04_Guaira-Borja,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
EQ_PKG_06,13,E2-QA-04_Guaira-Borja,E2,qa_modelo,distrito,04_Guaira,Borja,Departamentos/04_Guaira/Borja,E2-SENS-04_Guaira-Borja,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
EQ_PKG_06,14,E3-MIDIA-04_Guaira-Borja,E3,midia_tecnica_local,distrito,04_Guaira,Borja,Departamentos/04_Guaira/Borja,E2-QA-04_Guaira-Borja,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
EQ_PKG_06,15,E3-QA-04_Guaira-Borja,E3,qa_midia,distrito,04_Guaira,Borja,Departamentos/04_Guaira/Borja,E3-MIDIA-04_Guaira-Borja,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
EQ_PKG_06,16,E4-TEXTO-04_Guaira-Borja,E4,redacao_profunda_distrital,distrito,04_Guaira,Borja,Departamentos/04_Guaira/Borja,E3-QA-04_Guaira-Borja,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
EQ_PKG_06,17,E4-QA-04_Guaira-Borja,E4,qa_editorial_distrital,distrito,04_Guaira,Borja,Departamentos/04_Guaira/Borja,E4-TEXTO-04_Guaira-Borja,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
EQ_PKG_06,18,E1-CIT-04_Guaira-Capitan_Mauricio_Jose_Troche,E1,citacao_linha_a_linha,distrito,04_Guaira,Capitan_Mauricio_Jose_Troche,Departamentos/04_Guaira/Capitan_Mauricio_Jose_Troche,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
