package_id,seq_in_package,task_id,wave,phase,scope_level,department,district,path,depends_on,status,priority,agent_role,definition_of_done
EQ_PKG_14,1,E1-QA-08_Misiones-Santiago,E1,qa_evidencia,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E1-INDIC-08_Misiones-Santiago,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
EQ_PKG_14,2,E2-MODEL-08_Misiones-Santiago,E2,calibracao_notas_AE,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E1-QA-08_Misiones-Santiago,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
EQ_PKG_14,3,E2-GSS-08_Misiones-Santiago,E2,gss_reproduzivel,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E2-MODEL-08_Misiones-Santiago,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
EQ_PKG_14,4,E2-SENS-08_Misiones-Santiago,E2,sensibilidade_3_cenarios,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E2-GSS-08_Misiones-Santiago,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
EQ_PKG_14,5,E2-QA-08_Misiones-Santiago,E2,qa_modelo,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E2-SENS-08_Misiones-Santiago,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
EQ_PKG_14,6,E3-MIDIA-08_Misiones-Santiago,E3,midia_tecnica_local,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E2-QA-08_Misiones-Santiago,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
EQ_PKG_14,7,E3-QA-08_Misiones-Santiago,E3,qa_midia,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E3-MIDIA-08_Misiones-Santiago,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
EQ_PKG_14,8,E4-TEXTO-08_Misiones-Santiago,E4,redacao_profunda_distrital,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E3-QA-08_Misiones-Santiago,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
EQ_PKG_14,9,E4-QA-08_Misiones-Santiago,E4,qa_editorial_distrital,distrito,08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,E4-TEXTO-08_Misiones-Santiago,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
EQ_PKG_14,10,E1-CIT-08_Misiones-Villa_Florida,E1,citacao_linha_a_linha,distrito,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
EQ_PKG_14,11,E1-INDIC-08_Misiones-Villa_Florida,E1,indicadores_oficiais_granulares,distrito,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,E1-CIT-08_Misiones-Villa_Florida,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
