package_id,seq_in_package,task_id,wave,phase,scope_level,department,district,path,depends_on,status,priority,agent_role,definition_of_done
EQ_PKG_22,1,E4-QA-14_Canindeyu-Katuete,E4,qa_editorial_distrital,distrito,14_Canindeyu,Katuete,Departamentos/14_Canindeyu/Katuete,E4-TEXTO-14_Canindeyu-Katuete,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
EQ_PKG_22,2,E1-CIT-14_Canindeyu-La_Paloma,E1,citacao_linha_a_linha,distrito,14_Canindeyu,La_Paloma,Departamentos/14_Canindeyu/La_Paloma,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
EQ_PKG_22,3,E1-INDIC-14_Canindeyu-La_Paloma,E1,indicadores_oficiais_granulares,distrito,14_Canindeyu,La_Paloma,Departamentos/14_Canindeyu/La_Paloma,E1-CIT-14_Canindeyu-La_Paloma,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
EQ_PKG_22,4,E1-QA-14_Canindeyu-La_Paloma,E1,qa_evidencia,distrito,14_Canindeyu,La_Paloma,Departamentos/14_Canindeyu/La_Paloma,E1-INDIC-14_Canindeyu-La_Paloma,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
EQ_PKG_22,5,E2-MODEL-14_Canindeyu-La_Paloma,E2,calibracao_notas_AE,distrito,14_Canindeyu,La_Paloma,Departamentos/14_Canindeyu/La_Paloma,E1-QA-14_Canindeyu-La_Paloma,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
EQ_PKG_22,6,E2-GSS-14_Canindeyu-La_Paloma,E2,gss_reproduzivel,distrito,14_Canindeyu,La_Paloma,Departamentos/14_Canindeyu/La_Paloma,E2-MODEL-14_Canindeyu-La_Paloma,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
EQ_PKG_22,7,E2-SENS-14_Canindeyu-La_Paloma,E2,sensibilidade_3_cenarios,distrito,14_Canindeyu,La_Paloma,Departamentos/14_Canindeyu/La_Paloma,E2-GSS-14_Canindeyu-La_Paloma,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
EQ_PKG_22,8,E2-QA-14_Canindeyu-La_Paloma,E2,qa_modelo,distrito,14_Canindeyu,La_Paloma,Departamentos/14_Canindeyu/La_Paloma,E2-SENS-14_Canindeyu-La_Paloma,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
EQ_PKG_22,9,E3-MIDIA-14_Canindeyu-La_Paloma,E3,midia_tecnica_local,distrito,14_Canindeyu,La_Paloma,Departamentos/14_Canindeyu/La_Paloma,E2-QA-14_Canindeyu-La_Paloma,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
EQ_PKG_22,10,E3-QA-14_Canindeyu-La_Paloma,E3,qa_midia,distrito,14_Canindeyu,La_Paloma,Departamentos/14_Canindeyu/La_Paloma,E3-MIDIA-14_Canindeyu-La_Paloma,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
