package_id,seq_in_package,task_id,wave,phase,scope_level,department,district,path,depends_on,status,priority,agent_role,definition_of_done
EQ_PKG_23,1,E1-CIT-15_Presidente_Hayes-Benjamin_Aceval,E1,citacao_linha_a_linha,distrito,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
EQ_PKG_23,2,E1-INDIC-15_Presidente_Hayes-Benjamin_Aceval,E1,indicadores_oficiais_granulares,distrito,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,E1-CIT-15_Presidente_Hayes-Benjamin_Aceval,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
EQ_PKG_23,3,E1-QA-15_Presidente_Hayes-Benjamin_Aceval,E1,qa_evidencia,distrito,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,E1-INDIC-15_Presidente_Hayes-Benjamin_Aceval,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
EQ_PKG_23,4,E2-MODEL-15_Presidente_Hayes-Benjamin_Aceval,E2,calibracao_notas_AE,distrito,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,E1-QA-15_Presidente_Hayes-Benjamin_Aceval,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
EQ_PKG_23,5,E2-GSS-15_Presidente_Hayes-Benjamin_Aceval,E2,gss_reproduzivel,distrito,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,E2-MODEL-15_Presidente_Hayes-Benjamin_Aceval,done,P1,agente_metodo,GSS recalculado e reproduzivel (mesma entrada -> mesmo resultado).
EQ_PKG_23,6,E2-SENS-15_Presidente_Hayes-Benjamin_Aceval,E2,sensibilidade_3_cenarios,distrito,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,E2-GSS-15_Presidente_Hayes-Benjamin_Aceval,done,P2,agente_risco,Cenarios otimista/base/conservador com impacto no ranking local.
EQ_PKG_23,7,E2-QA-15_Presidente_Hayes-Benjamin_Aceval,E2,qa_modelo,distrito,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,E2-SENS-15_Presidente_Hayes-Benjamin_Aceval,done,P1,agente_qa,Modelo auditavel e consistente com evidencias oficiais.
EQ_PKG_23,8,E3-MIDIA-15_Presidente_Hayes-Benjamin_Aceval,E3,midia_tecnica_local,distrito,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,E2-QA-15_Presidente_Hayes-Benjamin_Aceval,done,P2,agente_midia,"3 ativos tecnicos locais (mapa/risco/infra) com origem, data e licenca."
EQ_PKG_23,9,E3-QA-15_Presidente_Hayes-Benjamin_Aceval,E3,qa_midia,distrito,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,E3-MIDIA-15_Presidente_Hayes-Benjamin_Aceval,done,P2,agente_qa,Mídia coerente com texto e em qualidade suficiente para publicacao.
EQ_PKG_23,10,E4-TEXTO-15_Presidente_Hayes-Benjamin_Aceval,E4,redacao_profunda_distrital,distrito,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,E3-QA-15_Presidente_Hayes-Benjamin_Aceval,done,P1,agente_editorial,"Narrativa robusta com trade-offs, recomendacao e pre-condicoes de decisao."
EQ_PKG_23,11,E4-QA-15_Presidente_Hayes-Benjamin_Aceval,E4,qa_editorial_distrital,distrito,15_Presidente_Hayes,Benjamin_Aceval,Departamentos/15_Presidente_Hayes/Benjamin_Aceval,E4-TEXTO-15_Presidente_Hayes-Benjamin_Aceval,done,P1,agente_qa,"Texto coerente com dados, sem contradicoes, pronto para compilacao."
EQ_PKG_23,12,E1-CIT-15_Presidente_Hayes-Campo_Aceval,E1,citacao_linha_a_linha,distrito,15_Presidente_Hayes,Campo_Aceval,Departamentos/15_Presidente_Hayes/Campo_Aceval,,done,P1,agente_pesquisa,">=12 afirmacoes criticas com fonte oficial, data da fonte e data de acesso."
EQ_PKG_23,13,E1-INDIC-15_Presidente_Hayes-Campo_Aceval,E1,indicadores_oficiais_granulares,distrito,15_Presidente_Hayes,Campo_Aceval,Departamentos/15_Presidente_Hayes/Campo_Aceval,E1-CIT-15_Presidente_Hayes-Campo_Aceval,done,P1,agente_dados,"Indicadores distritais oficiais preenchidos com unidade, periodo e link da serie."
EQ_PKG_23,14,E1-QA-15_Presidente_Hayes-Campo_Aceval,E1,qa_evidencia,distrito,15_Presidente_Hayes,Campo_Aceval,Departamentos/15_Presidente_Hayes/Campo_Aceval,E1-INDIC-15_Presidente_Hayes-Campo_Aceval,done,P1,agente_qa,"Sem placeholders, sem proxy nao justificado, citacao validada."
EQ_PKG_23,15,E2-MODEL-15_Presidente_Hayes-Campo_Aceval,E2,calibracao_notas_AE,distrito,15_Presidente_Hayes,Campo_Aceval,Departamentos/15_Presidente_Hayes/Campo_Aceval,E1-QA-15_Presidente_Hayes-Campo_Aceval,done,P1,agente_metodo,Notas A-E justificadas por regras quantitativas publicadas no dossie.
