package_id,seq_in_package,task_id,phase,scope_level,department,district,path,depends_on,status,priority,agent_role,definition_of_done
LIV_PKG_23,1,LIV-F1-DADOS-02_San_Pedro-Itacurubi_del_Rosario,coleta_fontes_distrito,distrito,02_San_Pedro,Itacurubi_del_Rosario,Departamentos/02_San_Pedro/Itacurubi_del_Rosario,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_23,2,LIV-F1-DADOS-03_Cordillera-Santa_Elena,coleta_fontes_distrito,distrito,03_Cordillera,Santa_Elena,Departamentos/03_Cordillera/Santa_Elena,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_23,3,LIV-F1-DADOS-05_Caaguazu-Nueva_Londres,coleta_fontes_distrito,distrito,05_Caaguazu,Nueva_Londres,Departamentos/05_Caaguazu/Nueva_Londres,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_23,4,LIV-F1-DADOS-07_Itapua-Carmen_del_Parana,coleta_fontes_distrito,distrito,07_Itapua,Carmen_del_Parana,Departamentos/07_Itapua/Carmen_del_Parana,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_23,5,LIV-F1-DADOS-08_Misiones-Santa_Rosa,coleta_fontes_distrito,distrito,08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_23,6,LIV-F1-DADOS-10_Alto_Parana-Los_Cedrales,coleta_fontes_distrito,distrito,10_Alto_Parana,Los_Cedrales,Departamentos/10_Alto_Parana/Los_Cedrales,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_23,7,LIV-F1-DADOS-11_Central-Villeta,coleta_fontes_distrito,distrito,11_Central,Villeta,Departamentos/11_Central/Villeta,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_23,8,LIV-F1-DADOS-14_Canindeyu-La_Paloma,coleta_fontes_distrito,distrito,14_Canindeyu,La_Paloma,Departamentos/14_Canindeyu/La_Paloma,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_23,9,LIV-F1-IND-01_Concepcion-Arroyito,quantificar_indicadores_distrito,distrito,01_Concepcion,Arroyito,Departamentos/01_Concepcion/Arroyito,LIV-F1-DADOS-01_Concepcion-Arroyito,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_23,10,LIV-F1-IND-02_San_Pedro-Santa_Rosa_del_Aguaray,quantificar_indicadores_distrito,distrito,02_San_Pedro,Santa_Rosa_del_Aguaray,Departamentos/02_San_Pedro/Santa_Rosa_del_Aguaray,LIV-F1-DADOS-02_San_Pedro-Santa_Rosa_del_Aguaray,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
