package_id,seq_in_package,task_id,phase,scope_level,department,district,path,depends_on,status,priority,agent_role,definition_of_done
LIV_PKG_14,1,LIV-F1-DADOS-01_Concepcion-Yby_Yau,coleta_fontes_distrito,distrito,01_Concepcion,Yby_Yau,Departamentos/01_Concepcion/Yby_Yau,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_14,2,LIV-F1-DADOS-03_Cordillera-Itacurubi_de_la_Cordillera,coleta_fontes_distrito,distrito,03_Cordillera,Itacurubi_de_la_Cordillera,Departamentos/03_Cordillera/Itacurubi_de_la_Cordillera,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_14,3,LIV-F1-DADOS-05_Caaguazu-Caaguazu,coleta_fontes_distrito,distrito,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_14,4,LIV-F1-DADOS-06_Caazapa-San_Juan_Nepomuceno,coleta_fontes_distrito,distrito,06_Caazapa,San_Juan_Nepomuceno,Departamentos/06_Caazapa/San_Juan_Nepomuceno,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_14,5,LIV-F1-DADOS-07_Itapua-Tomas_Romero_Pereira,coleta_fontes_distrito,distrito,07_Itapua,Tomas_Romero_Pereira,Departamentos/07_Itapua/Tomas_Romero_Pereira,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_14,6,LIV-F1-DADOS-09_Paraguari-Ybytimi,coleta_fontes_distrito,distrito,09_Paraguari,Ybytimi,Departamentos/09_Paraguari/Ybytimi,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_14,7,LIV-F1-DADOS-11_Central-Lambare,coleta_fontes_distrito,distrito,11_Central,Lambare,Departamentos/11_Central/Lambare,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_14,8,LIV-F1-DADOS-13_Amambay-Cerro_Cora,coleta_fontes_distrito,distrito,13_Amambay,Cerro_Cora,Departamentos/13_Amambay/Cerro_Cora,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_14,9,LIV-F1-DADOS-16_Boqueron-Boqueron,coleta_fontes_distrito,distrito,16_Boqueron,Boqueron,Departamentos/16_Boqueron/Boqueron,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_14,10,LIV-F1-IND-02_San_Pedro-Itacurubi,quantificar_indicadores_distrito,distrito,02_San_Pedro,Itacurubi,Departamentos/02_San_Pedro/Itacurubi,LIV-F1-DADOS-02_San_Pedro-Itacurubi,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_14,11,LIV-F1-IND-03_Cordillera-San_Jose_de_los_Arroyos,quantificar_indicadores_distrito,distrito,03_Cordillera,San_Jose_de_los_Arroyos,Departamentos/03_Cordillera/San_Jose_de_los_Arroyos,LIV-F1-DADOS-03_Cordillera-San_Jose_de_los_Arroyos,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_14,12,LIV-F1-IND-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,quantificar_indicadores_distrito,distrito,05_Caaguazu,Mariscal_Francisco_Solano_Lopez,Departamentos/05_Caaguazu/Mariscal_Francisco_Solano_Lopez,LIV-F1-DADOS-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_14,13,LIV-F1-IND-07_Itapua-Carlos_Antonio_Lopez,quantificar_indicadores_distrito,distrito,07_Itapua,Carlos_Antonio_Lopez,Departamentos/07_Itapua/Carlos_Antonio_Lopez,LIV-F1-DADOS-07_Itapua-Carlos_Antonio_Lopez,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_14,14,LIV-F1-IND-08_Misiones-Santa_Maria,quantificar_indicadores_distrito,distrito,08_Misiones,Santa_Maria,Departamentos/08_Misiones/Santa_Maria,LIV-F1-DADOS-08_Misiones-Santa_Maria,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_14,15,LIV-F1-IND-10_Alto_Parana-Juan_Leon_Mallorquin,quantificar_indicadores_distrito,distrito,10_Alto_Parana,Juan_Leon_Mallorquin,Departamentos/10_Alto_Parana/Juan_Leon_Mallorquin,LIV-F1-DADOS-10_Alto_Parana-Juan_Leon_Mallorquin,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_14,16,LIV-F1-IND-11_Central-Villa_Elisa,quantificar_indicadores_distrito,distrito,11_Central,Villa_Elisa,Departamentos/11_Central/Villa_Elisa,LIV-F1-DADOS-11_Central-Villa_Elisa,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_14,17,LIV-F1-IND-14_Canindeyu-Katuete,quantificar_indicadores_distrito,distrito,14_Canindeyu,Katuete,Departamentos/14_Canindeyu/Katuete,LIV-F1-DADOS-14_Canindeyu-Katuete,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_14,18,LIV-F2-RISCO-00_Distrito_Capital-Asuncion,analise_riscos_distrito,distrito,00_Distrito_Capital,Asuncion,Departamentos/00_Distrito_Capital/Asuncion,LIV-F1-IND-00_Distrito_Capital-Asuncion,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
LIV_PKG_14,19,LIV-F2-RISCO-02_San_Pedro-San_Vicente_Pancholo,analise_riscos_distrito,distrito,02_San_Pedro,San_Vicente_Pancholo,Departamentos/02_San_Pedro/San_Vicente_Pancholo,LIV-F1-IND-02_San_Pedro-San_Vicente_Pancholo,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
LIV_PKG_14,20,LIV-F2-RISCO-04_Guaira-Felix_Perez_Cardozo,analise_riscos_distrito,distrito,04_Guaira,Felix_Perez_Cardozo,Departamentos/04_Guaira/Felix_Perez_Cardozo,LIV-F1-IND-04_Guaira-Felix_Perez_Cardozo,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
LIV_PKG_14,21,LIV-F2-RISCO-05_Caaguazu-Santa_Rosa_del_Mbutuy,analise_riscos_distrito,distrito,05_Caaguazu,Santa_Rosa_del_Mbutuy,Departamentos/05_Caaguazu/Santa_Rosa_del_Mbutuy,LIV-F1-IND-05_Caaguazu-Santa_Rosa_del_Mbutuy,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
LIV_PKG_14,22,LIV-F2-RISCO-07_Itapua-Hohenau,analise_riscos_distrito,distrito,07_Itapua,Hohenau,Departamentos/07_Itapua/Hohenau,LIV-F1-IND-07_Itapua-Hohenau,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
LIV_PKG_14,23,LIV-F2-RISCO-09_Paraguari-Carapegua,analise_riscos_distrito,distrito,09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,LIV-F1-IND-09_Paraguari-Carapegua,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
LIV_PKG_14,24,LIV-F2-RISCO-10_Alto_Parana-San_Alberto,analise_riscos_distrito,distrito,10_Alto_Parana,San_Alberto,Departamentos/10_Alto_Parana/San_Alberto,LIV-F1-IND-10_Alto_Parana-San_Alberto,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
LIV_PKG_14,25,LIV-F2-RISCO-12_Neembucu-Guazu_Cua,analise_riscos_distrito,distrito,12_Neembucu,Guazu_Cua,Departamentos/12_Neembucu/Guazu_Cua,LIV-F1-IND-12_Neembucu-Guazu_Cua,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
