package_id,seq_in_package,task_id,phase,scope_level,department,district,path,depends_on,status,priority,agent_role,definition_of_done
LIV_PKG_09,1,LIV-F1-DADOS-01_Concepcion-Paso_Horqueta,coleta_fontes_distrito,distrito,01_Concepcion,Paso_Horqueta,Departamentos/01_Concepcion/Paso_Horqueta,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_09,2,LIV-F1-DADOS-03_Cordillera-Caacupe,coleta_fontes_distrito,distrito,03_Cordillera,Caacupe,Departamentos/03_Cordillera/Caacupe,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_09,3,LIV-F1-DADOS-04_Guaira-Paso_Yobai,coleta_fontes_distrito,distrito,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_09,4,LIV-F1-DADOS-06_Caazapa-Caazapa,coleta_fontes_distrito,distrito,06_Caazapa,Caazapa,Departamentos/06_Caazapa/Caazapa,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_09,5,LIV-F1-DADOS-07_Itapua-Pirapo,coleta_fontes_distrito,distrito,07_Itapua,Pirapo,Departamentos/07_Itapua/Pirapo,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_09,6,LIV-F1-DADOS-09_Paraguari-San_Roque_Gonzalez,coleta_fontes_distrito,distrito,09_Paraguari,San_Roque_Gonzalez,Departamentos/09_Paraguari/San_Roque_Gonzalez,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_09,7,LIV-F1-DADOS-11_Central-Fernando_de_la_Mora,coleta_fontes_distrito,distrito,11_Central,Fernando_de_la_Mora,Departamentos/11_Central/Fernando_de_la_Mora,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_09,8,LIV-F1-DADOS-12_Neembucu-Villa_Franca,coleta_fontes_distrito,distrito,12_Neembucu,Villa_Franca,Departamentos/12_Neembucu/Villa_Franca,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_09,9,LIV-F1-DADOS-15_Presidente_Hayes-Nueva_Asuncion,coleta_fontes_distrito,distrito,15_Presidente_Hayes,Nueva_Asuncion,Departamentos/15_Presidente_Hayes/Nueva_Asuncion,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV_PKG_09,10,LIV-F1-IND-02_San_Pedro-Capiibary,quantificar_indicadores_distrito,distrito,02_San_Pedro,Capiibary,Departamentos/02_San_Pedro/Capiibary,LIV-F1-DADOS-02_San_Pedro-Capiibary,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_09,11,LIV-F1-IND-03_Cordillera-Mbocayaty_del_Yhaguy,quantificar_indicadores_distrito,distrito,03_Cordillera,Mbocayaty_del_Yhaguy,Departamentos/03_Cordillera/Mbocayaty_del_Yhaguy,LIV-F1-DADOS-03_Cordillera-Mbocayaty_del_Yhaguy,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_09,12,LIV-F1-IND-05_Caaguazu-Doctor_Cecilio_Baez,quantificar_indicadores_distrito,distrito,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,LIV-F1-DADOS-05_Caaguazu-Doctor_Cecilio_Baez,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_09,13,LIV-F1-IND-07_Itapua-Alto_Vera,quantificar_indicadores_distrito,distrito,07_Itapua,Alto_Vera,Departamentos/07_Itapua/Alto_Vera,LIV-F1-DADOS-07_Itapua-Alto_Vera,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_09,14,LIV-F1-IND-08_Misiones-Ayolas,quantificar_indicadores_distrito,distrito,08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,LIV-F1-DADOS-08_Misiones-Ayolas,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_09,15,LIV-F1-IND-10_Alto_Parana-Domingo_Martinez_de_Irala,quantificar_indicadores_distrito,distrito,10_Alto_Parana,Domingo_Martinez_de_Irala,Departamentos/10_Alto_Parana/Domingo_Martinez_de_Irala,LIV-F1-DADOS-10_Alto_Parana-Domingo_Martinez_de_Irala,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_09,16,LIV-F1-IND-11_Central-Mariano_Roque_Alonso,quantificar_indicadores_distrito,distrito,11_Central,Mariano_Roque_Alonso,Departamentos/11_Central/Mariano_Roque_Alonso,LIV-F1-DADOS-11_Central-Mariano_Roque_Alonso,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_09,17,LIV-F1-IND-13_Amambay-Zanja_Pyta,quantificar_indicadores_distrito,distrito,13_Amambay,Zanja_Pyta,Departamentos/13_Amambay/Zanja_Pyta,LIV-F1-DADOS-13_Amambay-Zanja_Pyta,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_09,18,LIV-F1-IND-16_Boqueron-Mariscal_Estigarribia,quantificar_indicadores_distrito,distrito,16_Boqueron,Mariscal_Estigarribia,Departamentos/16_Boqueron/Mariscal_Estigarribia,LIV-F1-DADOS-16_Boqueron-Mariscal_Estigarribia,done,P1,agente_dados,Registrar indicadores numéricos mínimos por distrito com unidade e referência temporal
LIV_PKG_09,19,LIV-F2-RISCO-02_San_Pedro-Lima,analise_riscos_distrito,distrito,02_San_Pedro,Lima,Departamentos/02_San_Pedro/Lima,LIV-F1-IND-02_San_Pedro-Lima,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
LIV_PKG_09,20,LIV-F2-RISCO-03_Cordillera-Valenzuela,analise_riscos_distrito,distrito,03_Cordillera,Valenzuela,Departamentos/03_Cordillera/Valenzuela,LIV-F1-IND-03_Cordillera-Valenzuela,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
LIV_PKG_09,21,LIV-F2-RISCO-05_Caaguazu-RI_Tres_Corrales,analise_riscos_distrito,distrito,05_Caaguazu,RI_Tres_Corrales,Departamentos/05_Caaguazu/RI_Tres_Corrales,LIV-F1-IND-05_Caaguazu-RI_Tres_Corrales,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
LIV_PKG_09,22,LIV-F2-RISCO-07_Itapua-Edelira,analise_riscos_distrito,distrito,07_Itapua,Edelira,Departamentos/07_Itapua/Edelira,LIV-F1-IND-07_Itapua-Edelira,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
LIV_PKG_09,23,LIV-F2-RISCO-08_Misiones-Villa_Florida,analise_riscos_distrito,distrito,08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,LIV-F1-IND-08_Misiones-Villa_Florida,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
LIV_PKG_09,24,LIV-F2-RISCO-10_Alto_Parana-Minga_Guazu,analise_riscos_distrito,distrito,10_Alto_Parana,Minga_Guazu,Departamentos/10_Alto_Parana/Minga_Guazu,LIV-F1-IND-10_Alto_Parana-Minga_Guazu,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
LIV_PKG_09,25,LIV-F2-RISCO-11_Central-Ypane,analise_riscos_distrito,distrito,11_Central,Ypane,Departamentos/11_Central/Ypane,LIV-F1-IND-11_Central-Ypane,done,P1,agente_risco,Construir cenários de risco e impacto com mitigação acionável
